currency,max_year,avg_year,min_year,max_month,avg_month,min_month
CHF,1.0571,1.0091768339768343,0.9437,0.9911,0.9841090909090908,0.9751
GBP,0.90268,0.8510749034749037,0.82388,0.87774,0.8687649999999999,0.85715
USD,1.1464,1.0591108108108118,0.9565,1.0463,1.0224318181818182,0.9753
